"","score","text"
"17",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"18",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"19",0,"RT @only_arash: #Arashmusic #superman #labaf #onlyarash #teamarash #labaf #arashteam #<U+0410><U+0440><U+0430><U+0448> #<U+0644><U+0628><U+0627><U+0641> #arash
https://t.co/2NhS4481Yq https://t.c…"
"20",0,"#superman @ Neverland Boutique https://t.co/aBs3NtWpxl"
"21",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"22",0,"#Superman DC Comics Christopher Reeves SUPERMAN 1/4 Scale Movie Figure NECA Reel Toys New https://t.co/bXAt3r1dNs… https://t.co/4s3nd74zoY"
"23",0,"I wore this t-shirt underneath today. #SUPERMAN #Undercover #FightingCrime https://t.co/88DCECKEwi"
"24",0,"Check out what were selling on #Ebay https://t.co/1LJzIJGQyw  #DC #Comics #Superman #ManOfSteel #Kryptonite"
"25",0,"Check out what were selling on #Ebay https://t.co/GfUe2fqMfz  #DC #Comics #Superman #ManOfSteel #Kryptonite"
"26",0,"RT @pthenrycavillbr: #CCXP: Na @CCXPoficial  você pode tirar uma foto com o Superman como essa fã...@mandyyporto #warnernaccxp #superman #H…"
"27",0,"#CCXP: Na @CCXPoficial  você pode tirar uma foto com o Superman como essa fã...@mandyyporto #warnernaccxp #superman… https://t.co/B78He2taf7"
"28",0,"RT @RogerSalaPhoto: #freestyle #SuperMan+NacNac <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>#driver #competition #Cat #Catalunya #LesComes #Race #2016… https://t.co/ImUDjGQ555"
"29",1,"#christopherreeve #american #actor #superman #hero #overcoming #adversity #strength #perseverance #endurance... https://t.co/BtNN0qRBJ6"
"30",0,"The Jeff Smith Showcase: Superman #713 variant cover art, 2011.
#JeffSmith #Superman #ComicBookFever https://t.co/zn4y25t8YL"
"31",0,"Black Superman Belly Button Naval Ring #Superman #Fashion #NavalRing #BellyButtonRing #eBay https://t.co/fChlkmAZU0"
"32",1,"@Hello_Murica @TIME you mean like #superman"
"33",0,"I was certain I heard a student ask if they could play with #superman today. Talking about @Sphero #edtechchat #edtechafterdark"
"34",2,"My #Ebay page has some classic #Marvel #DC #Comics #Superman #XMen #Punisher #Batman titles https://t.co/BVUjVhJ5vE"
"35",2,"My #Ebay page has some classic #Marvel #DC #Comics #Superman #XMen #Punisher #Batman titles https://t.co/42vtyh6kDd"
"36",0,"#justiceleague #wonderwoman #superman #batman #richardsimons #flash… https://t.co/PXFz7UDezu"
"37",0,"@NEComicCon @JerryOrdway #DC #Comics #SUPERMAN #Artist Sat Dec 3 only #NEComicCon  #Boston https://t.co/vI2n2ndCPJ… https://t.co/ozTdau1gks"
"38",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"39",0,"@csreynolds84 knows how to do gifts <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #Superman #WonderWoman #GeeksInLove #kryptonite #ComicGeek #xmas #christmas… https://t.co/IgjtpBq8vw"
"40",1,"Square Enix Marvel Universe: Variant Play Arts Kai Thor Action Figure - https://t.co/QCbsREoSmY - #Superman https://t.co/lwi1pBOn2b"
"41",1,"Two of my new favorite #christmasornaments. #HarleyQuinn and #Superman.… https://t.co/QJJ3Z0PsIv"
"42",1,"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…"
"43",0,"RT @jeflacourt: #Superman is a #Socialist. Read the one- page #comic here: 
https://t.co/8XBaM7Tpgj

Versión en español disponible."
"44",1,"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…"
"45",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"46",1,"RT @jeflacourt: #Superman is a #Socialist. Read the one- page #comic. (English version available on the link) https://t.co/UsLTkvSB07"
"47",1,"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…"
"48",0,"Otro que se queda #toystagram #photooftheday #picoftheday #fotodeldia #lafotodeldia #superman… https://t.co/YicO6y1yDe"
"49",2,"RT @clarkkentshop: Like and share this pure awesomeness!

#superman #returnofsuperman #batmanvsuperman https://t.co/RdgAsy9wz3"
"50",0,"RT @DCcomicsMX: #Superman https://t.co/CCPskSZS0T"
"51",0,"RT @HCavillMexico: Cuando #HenryCavill se vistió por primera vez como #Superman . https://t.co/BmKDOW2VJ1"
"52",0,"Online Toy Shop Take a Look&gt;&gt; https://t.co/TqidOxn5or #starwars #superman #dolls #games #puzzles #toyshop https://t.co/VRrM5tyLGL"
"53",2,"RT @clarkkentshop: Like and share this pure awesomeness!

#superman #returnofsuperman #batmanvsuperman https://t.co/RdgAsy9wz3"
"54",2,"Would you like to Tag #ClarkKent #Superman great bit!  You can find more of him here: https://t.co/Fq0iyBx5LM https://t.co/pfCca2WfHi"
"55",1,"#Superman is a #Socialist. Read the one- page #comic. (English version available on the link) https://t.co/UsLTkvSB07"
"56",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"57",0,"RT @TheTopComics: Así es como Lois descubrió que #Superman era en realidad #ClarkKent https://t.co/byTdaqnKLa"
"58",1,"RT @WeirdScienceDC: PREVIEW: New Talent Showcase #1
https://t.co/EuTiZWiBg1
#wonderwoman #harleyquinn #superman #constantine #deadman #catw…"
"59",0,"#Superman is a #Socialist. Read the one- page #comic here: 
https://t.co/8XBaM7Tpgj

Versión en español disponible."
"60",0,"Prý muži nezvládají více vecí najednou. V pohode si cistím zuby, chciju do umyvadla a píšu u toho tento tweet. #superman"
"61",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"62",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"63",0,"Cuando #HenryCavill se vistió por primera vez como #Superman . https://t.co/BmKDOW2VJ1"
"64",2,"Like and share this pure awesomeness!

#superman #returnofsuperman #batmanvsuperman https://t.co/RdgAsy9wz3"
"65",0,"Cuando te pruebas ropa se hombre <ed><U+00A0><U+00BD><ed><U+00B8><U+008E> X2 
Foto: manuel.alexander  #RadicalWear #SuperMan… https://t.co/rf7MkpLzzD"
"66",1,"good sex music #superman and supergirl porn toons https://t.co/JRMzZZ7yL1"
"67",0,"Check out this #Amazon deal: #dccomics Multiverse #Superman Earth 23 Action... by #Mattel https://t.co/ct1kdPk1wK via @Amazon"
"68",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"69",0,"Let's fly away! #superman #saopaulo #comiccon #ccxp2016 https://t.co/MakKzYTlB2"
"70",0,"#superman annual is here!
 https://t.co/bAfZ5F4fUi #DCWeek #dcfcfans #DCAllAccess #DCRebirth  @PeterJTomasi 
Remember to subscribe! :)"
"71",0,"When you and the bff swoon over #HenryCavill lol damn that man is perfection <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>#Superman https://t.co/GdGcb4RHpH"
"72",0,"#superman annual is here!
 https://t.co/qgaGZq4YoM #DCWeek #dcfcfans #DCAllAccess #DCRebirth @patrick_gleason 
Remember to subscribe! :)"
"73",0,"RT @DCcomicsMX: #Superman https://t.co/CCPskSZS0T"
"74",0,"RT @camilouribeREAL: #SUPERMAN .. #weed  .. una fumadita<ed><U+00A0><U+00BC><ed><U+00BD><U+0081> https://t.co/WlRVCdC34T"
"75",0,"WAIT !!! #comics #superman #kryptonite  #superboy #supergirl #dccomics #funart #art… https://t.co/XsmMOuLPKf"
"76",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"77",0,"RT @camilouribeREAL: #SUPERMAN .. #weed  .. una fumadita<ed><U+00A0><U+00BC><ed><U+00BD><U+0081> https://t.co/WlRVCdC34T"
"78",0,"#Superman Christopher Reeve Margot Kidder Signed Rare / #Photo coa https://t.co/vVQeD8Y3SJ #ChristopherReeve https://t.co/lc8YmnV0rZ"
"79",1,"@TheRealBuzz @Buzzs_xtina have some tang and you'll be fine. #JustAScratch #Superman"
"80",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"81",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"82",1,"Are you ready to join the #JusticeLeague? #DC #Superman #Batman 
Reply w/ #AmazonBasket to add it to your Basket:… https://t.co/vkAHQv0gbj"
"83",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"84",0,"Harry Potter Complete Series Boxed Set Collection JK Rowling All 7 Books! NEW! - https://t.co/5sF0ogU78F - #Superman https://t.co/LrPojyjcP4"
"85",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"86",1,"Super Pea #SUPERMAN #Supergirl @BatmanvSuperman #BatmanvSuperman https://t.co/CLXXJbAGGi"
"87",0,"É a Comic Con dos action figures fódas o____O #superman @ CCXP - Comic Con Experience https://t.co/eeZX2KaE2G"
"88",2,"RT @nicolaleroy: Vote @Skeltonspoty for SPOTY. Noone else on list won gold after coming back from anything near this! #superman https://t.c…"
"89",0,"RT @pthenrycavillbr: #Superman e #Batman no estande Warner Bros - (@wbpictures_br) na #CCXP (@CCXPoficial) #WarnerNaCCXP #ligadajustiça #ju…"
"90",2,"Fantastic Five: Best Superman Team-Ups - https://t.co/h8P2fT1vVE - #Superman"
"91",0,"Superman on Facebook Drawing - https://t.co/iZtpiFJj2k - #Superman"
"92",-1,"RT @NerdSync: <U+2728>NEW VIDEO!<U+2728>
#Batman and #Superman started teaming up in DC Comics for a really, really dumb reason…

<U+25B6><U+25B6> https://t.co/4HRkxkc…"
"93",2,"DADDY!!! Looking pretty tough there! #DCUO #DCUOrpDotCom
#SUPERMAN #DCAdventures https://t.co/mOuxZvGoHL"
"94",2,"#Didyouknow? #Superman #funfacts #plantbaseddiet #super #vegetarian  #instavegetarian #interesting https://t.co/FJV91BPHBf"
"95",2,"#Didyouknow? #Superman #funfacts #plantbaseddiet #super #vegetarian  #instavegetarian #interesting https://t.co/dfZ2TBiPeR"
"96",2,"@ComicBookDebate
 Superman is the Greatest and most Influential Superhero of Time! And will always stand the test o… https://t.co/5oXw2L3o9y"
"97",-1,"RT @NerdSync: <U+2728>NEW VIDEO!<U+2728>
#Batman and #Superman started teaming up in DC Comics for a really, really dumb reason…

<U+25B6><U+25B6> https://t.co/4HRkxkc…"
"98",-1,"Even #Superman has to take a sick day https://t.co/qnfF7YGIS2"
"99",0,"RT @DeekRhewBooks: Geek out! @ErinRhewBooks
&amp; I went to @CrystalCoastCon. 
Meet a #Jedi, #Jafar, #BatMan, #SuperMan, &amp; @ChrissyLessey 
http…"
"100",-1,"<U+2728>NEW VIDEO!<U+2728>
#Batman and #Superman started teaming up in DC Comics for a really, really dumb reason…

<U+25B6><U+25B6>… https://t.co/KzKQi8iofX"
"101",0,"@KHPTraining You should lose your DL Indefinitely; pilots license 1 year suspended. Stop trying to fly like #Superman..."
"102",0,"Calendario DC Comics 2017 <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
#dccomics #superman #flash #wonderwoman #batman #DC #superheroes #2017 https://t.co/nbZlvtaB0f"
"103",1,"#TBT! We're making a sonic boom with old school cartoons, #Superman, #Wildcats and more at 8PM ET on #Hive CH 304.… https://t.co/YLsZfKJVB9"
"104",0,"Geek out! @ErinRhewBooks
&amp; I went to @CrystalCoastCon. 
Meet a #Jedi, #Jafar, #BatMan, #SuperMan, &amp; @ChrissyLessey 
https://t.co/SKzkdq2Kjk"
"105",0,"#Superman and Hulk rob Army Plane - Nursery Rhymes Songs for childrens #VVD Kids 58: https://t.co/taXscBiCjq qua @YouTube"
"106",0,"RT @JLvsSteppenwolf: @justiceleaguewb features @JLvsSteppenwolf in a battle for the Earth. #Batman #Superman #WonderWoman #Aquaman #Flash #…"
"107",0,"This Goku vs Superman this is better than the one by death battles!
#dc #dbs #dbz #goku #superman
https://t.co/haetHAPsvs"
"108",0,"""Oh... Hey, #Superman; I am really sorry about what said of you, before; I never meant to call you a Bird or a Plane; Honest, I mean it."""
"109",0,"Lots of new action figures traded in today! #flash #superman #batman #justiceleague #starfire https://t.co/ZQadJDhix3"
"110",0,"RT @pthenrycavillbr: #TBT: #Superman #HenryCavill com o Fera #DanStevens na festa da @alfreddunhill &amp; GQ Style em Londres (Junho/2015). #PH…"
"111",0,"RT @pthenrycavillbr: #Superman e #Batman no estande Warner Bros - (@wbpictures_br) na #CCXP (@CCXPoficial) #WarnerNaCCXP #ligadajustiça #ju…"
"112",0,"RT @pthenrycavillbr: Só conseguimos ver #HenryCavill como #Superman no estande da #WarnerNaCCXP2016.. Quem vai ver de perto? Crédito: @wbpi…"
"113",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"114",0,"YESSSSSS #DC #DCComics #LEGO #LEGOBatman #LEGOmovie #LEGOBatmanMovie #JusticeLeague #TheJoker #Batman #TheBatman… https://t.co/ElWNN1EK7C"
"115",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"116",1,"Uh oh. #superman #clarkkent #lois #loislane #dccomics #facetag #facetagging #humor https://t.co/t2XqPbZqPR"
"117",1,"RT @ComicConSketch: @whenuwerelittle does an amazing #superman #sketch for @Freecomicbook 2016! #art #drawing… https://t.co/RA5gVyp07F"
"118",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"119",1,"@whenuwerelittle does an amazing #superman #sketch for @Freecomicbook 2016! #art #drawing… https://t.co/RA5gVyp07F"
"120",0,"Como cuando Cristina se cree #SuperMan y se cae a la verga por pendeja.. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B1><U+00BF><U+26A1>"
"121",2,"Wonder if @TheCW is planning to bring #Superman back to TV in own series. Would be awesome if they did. Hint, hint."
"122",0,"RT @bymichaela: #Superman #CaptainAmerica # Marvel #Superheroes #Cake
#HelpfindBen #<U+2764><U+2661><ed><U+00A0><U+00BD><ed><U+00B2><U+0099> #GiveHimBack https://t.co/scoUjQtkSM"
"123",0,"#Superman #CCXP2016 @ CCXP - Comic Con Experience https://t.co/C1DslWOFnq"
"124",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"125",1,"Why The New TV Superman Is Better Than Henry Cavill's Superman https://t.co/xbexs2NUKV via @YouTube @TheCW #superman"
"126",0,"ICYMI: New clip for #JusticeLeagueAction features #Superman in a battle. #JusticeLeague #WonderWoman https://t.co/exQWPbjELx"
"127",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"128",1,"OMG! #Superman is SO handsome <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #HenryCavill 
Why didn't I watch this movie before Man of Steel https://t.co/Xo1XgDbnAT"
"129",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"130",0,"RT @pthenrycavillbr: #TBT: #Superman #HenryCavill and the Beast #DanStevens at the @alfreddunhill &amp; GQ Style Party in London (June/2015). #…"
"131",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"132",0,"RT @pthenrycavillbr: #TBT: #Superman #HenryCavill com o Fera #DanStevens na festa da @alfreddunhill &amp; GQ Style em Londres (Junho/2015). #PH…"
"133",-2,"Some #doodles #scribbles #batman #superman #wonderwoman #greenlantern #doomsday #bane <ed><U+00A0><U+00BD><ed><U+00B8><U+0089> https://t.co/BTOgGfYZ7e"
"134",0,"#Superman Christopher Reeve Monsignor Original 8x10 #Photo F9125 https://t.co/rTbhXY0Jil #ChristopherReeve https://t.co/9d9APWrp0K"
"135",0,"#superman #villain #ironman https://t.co/IgCLwD5L5P"
"136",1,"RT @Miss_StewartPE: P2 @airthprimary showed how good they are at following the instructions in the song #superman https://t.co/hZEqdMyA92"
"137",0,"#DCCollectibles #DCComics The New #52TrinityWar Action Figure Playset #Batman #Superman #WonderWoman - https://t.co/tbJO6sfxMX"
"138",0,"The only Superman. https://t.co/bceB1z2XKR #ebay #artforsale #SUPERMAN #dccomics #superhero #manofsteel #illustration"
"139",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"140",1,"Cuando vas al super por comida y te llevas un libro en oferta.  #Superman https://t.co/7urmYhoIED"
"141",-1,"#Evil #Superman https://t.co/QVG0IkMHrX"
"142",1,"Great, huh?

Love Superman? Visit us: https://t.co/cdEqgJyjNW

#superman #returnofsuperman #batmanvsuperman https://t.co/e2fIcYkcBc"
"143",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"144",0,"Superman / Clark Kent Daily Planet Bib, water-resistant, velcro, new! 
 https://t.co/pEVMI8FIXf #superman… https://t.co/gGlrIfqUug"
"145",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"146",0,"#blacklightning #jeffersonpierce #dccomics #dcuniverse #dccosplay #superman #justiceleague #jla https://t.co/4MniUyhgzD"
"147",0,"Play Arts Action Figures for sale! #hudsonsvideogames #oviedomall #harleyquinn #batman #superman… https://t.co/KAmEZ0Cltk"
"148",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"149",1,"Superherocake <ed><U+00A0><U+00BC><ed><U+00BD><U+00B0> pretty smooth<U+2800>
<U+2800>
<U+2800>
#kameramitherz #batman #superman #wedding #weddingday #… https://t.co/BTNlmAlokp https://t.co/I6OiiPou4F"
"150",1,"I do believe #superman has found his #metropolis in #DTLA. I have never felt more centered or at peace in my whole… https://t.co/iHbXrEy3QE"
"151",1,"#superman anals superwoman porn video india club hot sex https://t.co/7Cowr2OELO"
"152",0,"RT @pthenrycavillbr: #Superman e #Batman no estande Warner Bros - (@wbpictures_br) na #CCXP (@CCXPoficial) #WarnerNaCCXP #ligadajustiça #ju…"
"153",1,"Hot Collection 2016 - Harry Potter Complete Book Series Special Edition... - https://t.co/Fa9ooiypAp - #Superman https://t.co/Og3ABoQvSL"
"154",1,"I have got a higher revelation #superman https://t.co/7R2O7mjnPT"
"155",-1,"@WWERomanReigns @HeSpearsThemAll 
#Superman Punch #
#Roman Empire#
#Roman Reigns#
#Big Dog#
#The Guy#<ed><U+00A0><U+00BD><ed><U+00B1><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008A> https://t.co/XXKNvnenB2"
"156",0,"Dla zmarznietych #Superman'ów to #koc, #czapka i #kubek #Superman.
https://t.co/nLHfOTihdK
https://t.co/qk6fkToVM5… https://t.co/f7bpSiYor2"
"157",0,"RT @HeroMovies4life: Here Are Posters From The 6 Solo SUPERMAN Live Action Films! #ThrowbackThursday #Superman https://t.co/4h7WfhF2U5"
"158",1,"P2 @airthprimary showed how good they are at following the instructions in the song #superman https://t.co/hZEqdMyA92"
"159",0,"Les tambours .... #Superman revient #france #politique"
"160",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"161",0,"This time last week. Me and my nephew just hanging around, getting our #Superman on.… https://t.co/s98nhT5Rpo"
"162",0,"Je je je je je je  #DirectPR @fhollande #SUPERMAN"
"163",0,"SUPERMAN #timelapse #superman #flying #video #watch #abovetheclouds https://t.co/wpAyilCzno"
"164",0,"Stevie Goofypack this deff be you<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #Superman https://t.co/tQcnez57i8"
"165",0,"RT @1DeekRhewBooks: Geek out! @ErinRhewBooks
&amp; I went to @CrystalCoastCon. 
Meet a #Jedi, #Jafar, #BatMan, #SuperMan, &amp; @ChrissyLessey 
htt…"
"166",0,"RT @EastLAComicCon: #NewComicBookDay! What did everyone pick up today? #ncbd #comics #batman #superman #ghostrider #saga #eastla #eastlacom…"
"167",-1,"@CHRIS_Daughtry #Acoustic #Cover #Waiting For #Superman https://t.co/nOxjJvDOLU"
"168",0,"RT @1DeekRhewBooks: Geek out! @ErinRhewBooks
&amp; I went to @CrystalCoastCon. 
Meet a #Jedi, #Jafar, #BatMan, #SuperMan, &amp; @ChrissyLessey 
htt…"
"169",1,"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…"
"170",0,"Geek out! @ErinRhewBooks
&amp; I went to @CrystalCoastCon. 
Meet a #Jedi, #Jafar, #BatMan, #SuperMan, &amp; @ChrissyLessey 
https://t.co/yEtcVQZBea"
"171",0,"#superman #christopherreeve #supermanthemovie #dccomics #ApplePie #kisscurl https://t.co/f4snfvJGWO"
"172",-1,"RT @DCcomicsMX: ¿Tuvieron oportunidad de ver #Superman: Brainiac Attacks? ¿La recomendarían? https://t.co/QQaUnkkiAT"
"173",1,"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…"
"174",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"175",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"176",1,"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…"
"177",1,"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…"
"178",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"179",1,"DC Universe - Wonder Woman #cosplay #cosplayer #dcuniverse #dccomics #WonderWoman #JusticeLeague #SUPERMAN #pretty… https://t.co/2GbzFHmOhF"
"180",0,"RT @DauzMo_: <U+263A>""@theparasarora: #newday #newlook #nerdylook #superman<U+FFFD><U+FFFD><U+FFFD><U+FFFD> https://t.co/P2jNOTke6d"""
"181",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"182",0,"#damnyoufacebook #superman https://t.co/12SSXX9Xis"
"183",-2,"You tell those pompous, ignorant guys (riot police) #Superman https://t.co/GeZwLcmSMW"
"184",1,"He's not so super in bed, though. #Superman #PassiveAggressiveFilms"
"185",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"186",0,"#ChristmasJumperTime celebrating the nerd way! @DCComics #superman https://t.co/txBQDx0TIA"
"187",1,"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"188",-2,"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S"
"189",1,"Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp"
"190",1,"#RADIO #00s #juice Now Playing #Superman #Holy Ghost #APPS Apple https://t.co/k1uhaZuELD Google https://t.co/XH4r85E1no"
"191",0,"#ChristopherReeve DC Comics Multiverse Superman General Zod Action Figure 3.75 Christopher Reeve… https://t.co/jrF7SRzCz8"
"192",0,"RT @pthenrycavillbr: #Superman e #Batman no estande Warner Bros - (@wbpictures_br) na #CCXP (@CCXPoficial) #WarnerNaCCXP #ligadajustiça #ju…"
"193",1,"How cool is Fins watch for #Christmas! #lego #superman #dccomics #geek https://t.co/vlHfnym1UR"
"194",1,"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…"
