"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"«Quello è #Batman!», @MichaelKeaton  arriva tardi al ristorante e non lo fanno mangiare https://t.co/ELxuaZprQ9. Po… https://t.co/g68c4NtU3J",FALSE,1,NA,2016-12-01 21:50:47,TRUE,NA,"804442646093643780",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","enigblogger",1,FALSE,FALSE,NA,NA
"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au",FALSE,0,NA,2016-12-01 21:50:13,FALSE,NA,"804442504384770048",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","alexdiazart",33,TRUE,FALSE,NA,NA
"#Batman #40 New 52 Second Print Snyder Capullo 3 Copies N/M #dccomics  #New52 @DCComics @eBay https://t.co/Y7ze00Vb1F",FALSE,0,NA,2016-12-01 21:49:48,FALSE,NA,"804442399816712192",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","NMcomics",1,FALSE,FALSE,NA,NA
"New poster Lego Batman poster. #LEGOBatmanMovie #batman #LegoBatman https://t.co/qG9NxcMGeR",FALSE,0,NA,2016-12-01 21:49:33,FALSE,NA,"804442335488704512",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MichaelDAdams82",1,FALSE,FALSE,NA,NA
"RT @FlickFix: Exciting new Pod Day!! We cut up #TheDarkKnightRises and stitch it back together! #FixaFlick #PodernFamily #Batman https://t.…",FALSE,0,NA,2016-12-01 21:48:52,FALSE,NA,"804442164071645184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thedrunkendork",5,TRUE,FALSE,NA,NA
"RT @ChrisJInFiction: #harleyquinn #dccomics #dc #batman #gotham #copic #suicidesquad @ Starbucks https://t.co/CexZ1bMUzB",FALSE,0,NA,2016-12-01 21:47:53,FALSE,NA,"804441917094137856",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ken_oloS",2,TRUE,FALSE,NA,NA
"Watson Health And Pfizer Partner To Harness #Batman For Drug Discovery https://t.co/lsUHyq6ULK via @Jessicaemerrill",FALSE,0,NA,2016-12-01 21:47:46,FALSE,NA,"804441886954024960",NA,"<a href=""http://pikesley.org"" rel=""nofollow"">SamReadWriteBot</a>","BigDataBatman",0,FALSE,FALSE,NA,NA
"Doing a little sketching...<U+270F><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B6><U+0096><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BC><ed><U+00BE><U+0088> #Joker #Batman https://t.co/5jNPU0dqfw",FALSE,0,NA,2016-12-01 21:47:29,FALSE,NA,"804441818184249344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","buddylove1389",0,FALSE,FALSE,NA,NA
"A ver, si #Batman SOLO actúa de noche,  porqué el #Joker y los malvados de #Gotham no actúan de día?",FALSE,0,NA,2016-12-01 21:47:24,FALSE,NA,"804441795845324801",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sapitton",0,FALSE,FALSE,NA,NA
"Perfection at its best #batgirl by ladymiracle #darknightgirl #batman #batfan #girlslovebatman… https://t.co/HUle6Ys9Y4",FALSE,0,NA,2016-12-01 21:46:58,FALSE,NA,"804441685459693568",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Darknightgirls",0,FALSE,FALSE,NA,NA
"Christmas Joker in stock now #Batman #dccomics @ Luke &amp; Cade's Toy Chest https://t.co/TV2P3olbVT",FALSE,0,NA,2016-12-01 21:45:09,FALSE,NA,"804441229148749824",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","lnctoychest",0,FALSE,FALSE,NA,NA
"RT @tarastrong: A very happy birthday to the untouchable @RealKevinConroy an incredible talent…&amp; such a mensch. <U+2764><U+FE0F> u #Batman https://t.co/I…",FALSE,0,NA,2016-12-01 21:45:06,FALSE,NA,"804441217295679489",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MyMusicIsMyEsc",219,TRUE,FALSE,NA,NA
"RT @HistoftheBatman: It's December Gothamites! Enjoy this #Batman / #CharlieBrown mash-up by Sarah J : https://t.co/gMAqs8R9GY! <U+2744><U+FE0F><U+2603><ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0081> #Ch…",FALSE,0,NA,2016-12-01 21:45:00,FALSE,NA,"804441190225428480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","reidsmith43",5,TRUE,FALSE,NA,NA
"RT @moviesdotcom: Decades After Tim Burton's #Batman, Billy Dee Williams Will Finally Become Two-Face https://t.co/gFi3aXizz0 https://t.co/…",FALSE,0,NA,2016-12-01 21:42:48,FALSE,NA,"804440635814150144",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","MovieSpotters",1,TRUE,FALSE,NA,NA
"RT @Enthusiast_Greg: Retweet for a chance to win a #FreeCode for #Batman from @telltalegames Winner chosen at 8PM PST. #PC #Steam --&gt;Sub  h…",FALSE,0,NA,2016-12-01 21:42:22,FALSE,NA,"804440530537107456",NA,"<a href=""http://google.com"" rel=""nofollow"">MyCoolAppForTheBoss</a>","the_booosss",31,TRUE,FALSE,NA,NA
"Posted by: moviesdotcom #Movies Decades After Tim Burton's #Batman, Billy Dee Williams Will Finally Become Two-Fac… https://t.co/iSrdP6StjH",FALSE,0,NA,2016-12-01 21:42:13,FALSE,NA,"804440491370672128",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","moviesnowadays",0,FALSE,FALSE,NA,NA
"<U+26A1><U+FE0F>BATGRAN<U+26A1><U+FE0F> #superhero #batgran #versus #batman #gotham #vs #brixham #gothbrixham #granny #101… https://t.co/agIaLmdODW",FALSE,0,NA,2016-12-01 21:41:23,FALSE,NA,"804440280334270466",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","rebekahdobbins",0,FALSE,FALSE,"-3.5","50.3833"
"Aquele cuja tia foi comida pelo Coringa! #batman #adamwest #cosplay #ccxp2016 #ccxp… https://t.co/lYr50mSbXC",FALSE,0,NA,2016-12-01 21:41:15,FALSE,NA,"804440246175703041",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ThiagoMendanha",0,FALSE,FALSE,"-46.62998694","-23.6437666"
"Decades After Tim Burton's #Batman, Billy Dee Williams Will Finally Become Two-Face https://t.co/gFi3aXizz0 https://t.co/N2bWk9jI6Q",FALSE,1,NA,2016-12-01 21:41:00,FALSE,NA,"804440186335666180",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","moviesdotcom",1,FALSE,FALSE,NA,NA
"#Batman #ReturntoArkham Was hat der Irre nur vor? #LetsPlay https://t.co/Gau1brgfba",FALSE,0,NA,2016-12-01 21:40:39,FALSE,NA,"804440096892211200",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","mikaziolp",0,FALSE,FALSE,NA,NA
"Just picked up the 1989 #Batman #Soundtrack for only a few bucks.",FALSE,0,NA,2016-12-01 21:40:37,FALSE,NA,"804440087912153090",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WolfmanTim87",0,FALSE,FALSE,NA,NA
"RT @B10n1c_Ch1mp: Slightly random lunch paint of @camrenbicondova as Tim Burton's Catwoman. Decent casting to be fair. #catwoman #batman #g…",FALSE,0,NA,2016-12-01 21:40:35,FALSE,NA,"804440079515009024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sloslowly",11,TRUE,FALSE,NA,NA
"#Batman 
#<U+0642><U+0635><U+0629>_<U+0641><U+064A><U+0644><U+0645> 
<U+0641><U+0642><U+0631><U+0629> ( <U+0623> ) https://t.co/YP68HKvKnw",FALSE,1,NA,2016-12-01 21:39:36,FALSE,NA,"804439831862452225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Q5movi",0,FALSE,FALSE,NA,NA
"The #Gotham gang's all here in the new legobatmanmovie poster! <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BD><ed><U+00B1><U+008A> #Batman, #Robin and #Batgirl… https://t.co/wJgcIUmJPW",FALSE,0,NA,2016-12-01 21:39:04,FALSE,NA,"804439696285847561",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","vilmassis",0,FALSE,FALSE,NA,NA
"#Kid #Toys BATMOBILE - DC Collectibles #Batman The Animated Series Batmobile - Free Shipping… https://t.co/R00wUb9KJc",FALSE,0,NA,2016-12-01 21:38:41,TRUE,NA,"804439603667054592",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","KaiserAntoinee",0,FALSE,FALSE,NA,NA
"Nuevo póster oficial de la película de animación #TheLEGOBatmanMovie con todos los personajes #batman #robin #joker… https://t.co/Wjvcznjmdh",FALSE,0,NA,2016-12-01 21:38:24,TRUE,NA,"804439531369865216",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GambatteWeb",0,FALSE,FALSE,NA,NA
"5 challenges to overcome if #Batman experiments are to scale to production environments https://t.co/xPGdTVGhgs… https://t.co/98ypkHLTpO",FALSE,0,NA,2016-12-01 21:37:46,FALSE,NA,"804439369406971906",NA,"<a href=""http://pikesley.org"" rel=""nofollow"">SamReadWriteBot</a>","BigDataBatman",0,FALSE,FALSE,NA,NA
"RT @HistoftheBatman: It's December Gothamites! Enjoy this #Batman / #CharlieBrown mash-up by Sarah J : https://t.co/gMAqs8R9GY! <U+2744><U+FE0F><U+2603><ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0081> #Ch…",FALSE,0,NA,2016-12-01 21:36:26,FALSE,NA,"804439035989159936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","daniel_ds",5,TRUE,FALSE,NA,NA
"RT @BarenghiM: #batman #drawing took me 6 hours 28 minutes speed drawing video: https://t.co/loyxzt6r4p https://t.co/DP09JaAyRa",FALSE,0,NA,2016-12-01 21:36:18,FALSE,NA,"804439001461616640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","azadgodus",4,TRUE,FALSE,NA,NA
"#harleyquinn #dccomics #dc #batman #gotham #copic #suicidesquad @ Starbucks https://t.co/CexZ1bMUzB",FALSE,1,NA,2016-12-01 21:36:04,FALSE,NA,"804438942972047362",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ChrisJInFiction",2,FALSE,FALSE,"-118.14362","34.60116"
"""Joker's Daycare""
I just had to do this one <ed><U+00A0><U+00BD><ed><U+00B8><U+0085>. 
#sketch #joker #batman #robin #negan #walkingdead",FALSE,1,NA,2016-12-01 21:34:49,FALSE,NA,"804438627837181952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","colorreaper",0,FALSE,FALSE,NA,NA
"RT @HistoftheBatman: It's December Gothamites! Enjoy this #Batman / #CharlieBrown mash-up by Sarah J : https://t.co/gMAqs8R9GY! <U+2744><U+FE0F><U+2603><ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0081> #Ch…",FALSE,0,NA,2016-12-01 21:34:22,FALSE,NA,"804438517535248384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","susaneisenberg1",5,TRUE,FALSE,NA,NA
"RT @egopusher: #batman and #robin in #dalston #london #qualitytime #egopusher #onetimewithfeeling #nickcaveandthebadseeds #real3d https://t…",FALSE,0,NA,2016-12-01 21:32:03,FALSE,NA,"804437930978766848",NA,"<a href=""https://www.twitter.com/JiveHackney"" rel=""nofollow"">JiveHackney</a>","jivehackney",1,TRUE,FALSE,NA,NA
"h °   S P I T  a l i t y
https://t.co/8jKrNHgorP
#new #style #old #smile 
#hello #small #crumb #scan 
#goodbye #fat #ham #batman",FALSE,0,NA,2016-12-01 21:31:27,FALSE,NA,"804437780528934912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","storyambient",0,FALSE,FALSE,NA,NA
"RT @HistoftheBatman: It's December Gothamites! Enjoy this #Batman / #CharlieBrown mash-up by Sarah J : https://t.co/gMAqs8R9GY! <U+2744><U+FE0F><U+2603><ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0081> #Ch…",FALSE,0,NA,2016-12-01 21:30:49,FALSE,NA,"804437621325893632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RodriiRivas",5,TRUE,FALSE,NA,NA
"RT @tarastrong: A very happy birthday to the untouchable @RealKevinConroy an incredible talent…&amp; such a mensch. <U+2764><U+FE0F> u #Batman https://t.co/I…",FALSE,0,NA,2016-12-01 21:29:48,FALSE,NA,"804437364840026112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SunsetLuna03",219,TRUE,FALSE,NA,NA
"RT @angiesangelhelp: Shop @fundotcom_ For The Best Nerdy Gifts This Holiday Season https://t.co/GdiUEGKtUV #ad #HGG #Holidays #BATMAN #marv…",FALSE,0,NA,2016-12-01 21:29:22,FALSE,NA,"804437257402757121",NA,"<a href=""http://happilyblended.com"" rel=""nofollow"">HappilyBlendedApp</a>","rbrosemer",27,TRUE,FALSE,NA,NA
"Arkham logo Cap <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>

¡Ya tenemos disponibles en La Telaraña®, corran por la suya! <ed><U+00A0><U+00BC><ed><U+00BF><U+0083><ed><U+00A0><U+00BD><ed><U+00B2><U+00A8>

#Batman #ArkhamKnight https://t.co/ScHQsRCv8D",FALSE,0,NA,2016-12-01 21:29:00,FALSE,NA,"804437164062699520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaTelarana_mx",0,FALSE,FALSE,NA,NA
"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…",FALSE,0,NA,2016-12-01 21:28:18,FALSE,NA,"804436989877493760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bitcloud",31,TRUE,FALSE,NA,NA
"RT @SensinYasak: #Batman'da 4 IHL ögrencisi çocuga, ögretmenleri tarafindan tecavüz edildigi ortaya çikti. Muayene edilen çocuklardan haber…",FALSE,0,NA,2016-12-01 21:28:07,FALSE,NA,"804436940724408320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","beneklizencefil",117,TRUE,FALSE,NA,NA
"<ed><U+00A0><U+00BD><ed><U+00B9><U+008A>

#batman #batmanthedarkknight #TheBatman #thedarkknight #harveydent #brucewayne #twoface https://t.co/j8qGJJ9HP0",FALSE,0,NA,2016-12-01 21:27:54,FALSE,NA,"804436887473684481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lmml_11",0,FALSE,FALSE,NA,NA
"RT @HDPkadin: Biz kadinlar #Adana ve #Batman'daki çocuklar için ayaktayiz! 
Fotograflar Facebook sayfamizda:
https://t.co/8sZBJyfDuB https:…",FALSE,0,NA,2016-12-01 21:27:50,FALSE,NA,"804436871896006657",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","esmer89830719",21,TRUE,FALSE,NA,NA
"Artificial Intelligence, Batman, and Drones among the Top 10 InsurTech Startups Selected for ... | https://t.co/K888AAsCuN #Batman",FALSE,1,NA,2016-12-01 21:27:45,FALSE,NA,"804436851843010560",NA,"<a href=""http://pikesley.org"" rel=""nofollow"">SamReadWriteBot</a>","BigDataBatman",0,FALSE,FALSE,NA,NA
"#batman and #robin in #dalston #london #qualitytime #egopusher #onetimewithfeeling #nickcaveandthebadseeds #real3d https://t.co/0u5R1DPUU5",FALSE,0,NA,2016-12-01 21:26:58,FALSE,NA,"804436654677233664",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","egopusher",1,FALSE,FALSE,NA,NA
"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au",FALSE,0,NA,2016-12-01 21:26:38,FALSE,NA,"804436568664477696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","smothy16",33,TRUE,FALSE,NA,NA
"My #Ebay page has some classic #Marvel #DC #Comics #Superman #XMen #Punisher #Batman titles https://t.co/BVUjVhJ5vE",FALSE,0,NA,2016-12-01 21:26:32,FALSE,NA,"804436545692377088",NA,"<a href=""https://www.gremlinsocial.com"" rel=""nofollow"">Gremlin Social</a>","BlueJeansComics",0,FALSE,FALSE,NA,NA
"My #Ebay page has some classic #Marvel #DC #Comics #Superman #XMen #Punisher #Batman titles https://t.co/42vtyh6kDd",FALSE,0,NA,2016-12-01 21:26:32,FALSE,NA,"804436544065073164",NA,"<a href=""https://www.gremlinsocial.com"" rel=""nofollow"">Gremlin Social</a>","kingofcali",0,FALSE,FALSE,NA,NA
"RT @shirtoid: ""Shopping With The Boy"" by Hillary White is $11 today https://t.co/Ub4qGrM0lQ

#batman #comics #dynamicduo #robin #shoppingca…",FALSE,0,NA,2016-12-01 21:25:17,FALSE,NA,"804436229810950144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DavinchoKno",2,TRUE,FALSE,NA,NA
"#justiceleague #wonderwoman #superman #batman #richardsimons #flash… https://t.co/PXFz7UDezu",FALSE,0,NA,2016-12-01 21:24:58,FALSE,NA,"804436148160524288",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","robberrod",0,FALSE,FALSE,NA,NA
"RT @tarastrong: A very happy birthday to the untouchable @RealKevinConroy an incredible talent…&amp; such a mensch. <U+2764><U+FE0F> u #Batman https://t.co/I…",FALSE,0,NA,2016-12-01 21:24:57,FALSE,NA,"804436146205900800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EIA_TV",219,TRUE,FALSE,NA,NA
"Our next entry in the @ClashoftheNerds Top 100 Games of all time 40-31 is up. https://t.co/xwQFfPSSbc #bioshock #batman #marvel #pokemon",FALSE,1,NA,2016-12-01 21:24:03,FALSE,NA,"804435919704965121",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jomac006",0,FALSE,FALSE,NA,NA
"Twins Connor &amp; Chloe celebrated their birthday w/ #CaptainAmerica #Batman &amp; #QueenElsa in Cayucos Nov 19!… https://t.co/0SSQnf6q3u",FALSE,0,NA,2016-12-01 21:23:57,TRUE,NA,"804435895591940096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AWishHeart",0,FALSE,FALSE,NA,NA
"RT @billkuchman: A quarter century after #Batman Returns, Billy Dee Williams finally gets the Two-Face role he was promised. https://t.co/3…",FALSE,0,NA,2016-12-01 21:23:51,FALSE,NA,"804435869604028416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SeniorSpazz",89,TRUE,FALSE,NA,NA
"RT @TonyDanielx2: #Batman from mine and @grantmorrison run circa 2010.  Inked myself here #dccomics https://t.co/YVWbrVGX8J",FALSE,0,NA,2016-12-01 21:23:32,FALSE,NA,"804435791028113408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yobumass",38,TRUE,FALSE,NA,NA
"RT @HistoftheBatman: It's December Gothamites! Enjoy this #Batman / #CharlieBrown mash-up by Sarah J : https://t.co/gMAqs8R9GY! <U+2744><U+FE0F><U+2603><ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0081> #Ch…",FALSE,0,NA,2016-12-01 21:22:57,FALSE,NA,"804435643849838592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WickedImages525",5,TRUE,FALSE,NA,NA
"#labajada #oceanofm #batman https://t.co/H9PFzzKUMJ",FALSE,0,NA,2016-12-01 21:22:48,FALSE,NA,"804435605480292352",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","KareninaPintos",0,FALSE,FALSE,NA,NA
"Batgirl #sketch #Doodles #Batgirl #dccomics #Batman https://t.co/JxpbbpDbtv",FALSE,0,NA,2016-12-01 21:22:13,FALSE,NA,"804435458662879232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","salahkh85",0,FALSE,FALSE,NA,NA
"RT @Foam60: RT jdubuzz: #Concours sur notre page Facebook !
Gagnez ces goodies #StarWars et #Batman :
https://t.co/fM6afHihdG https://t.co/…",FALSE,0,NA,2016-12-01 21:22:09,FALSE,NA,"804435439130181634",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bingo2D2",7,TRUE,FALSE,NA,NA
"RT @LStorpingMuseum: #batman #viewmaster reels appeared in two versions @Batman_60s #batman66 @therealadamwest @SilverAgeTV https://t.co/5h…",FALSE,0,NA,2016-12-01 21:21:30,FALSE,NA,"804435279390142464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mehmetcan198",11,TRUE,FALSE,NA,NA
"RT @CulturaSerie: ¿Contentos con el horario de salida? 
#Batman
#Robin
#Gif
https://t.co/Q8WKriI0SX https://t.co/Smrt4v2mhk",FALSE,0,NA,2016-12-01 21:20:50,FALSE,NA,"804435108409311233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KyllerFrost",1,TRUE,FALSE,NA,NA
"#Kid #Toys Mattel DC Multiverse Suicide Squad #Batman 6 Inch Action #Figure Loose https://t.co/3aqDqiQL0o #Gift https://t.co/vKcltPsOpR",FALSE,0,NA,2016-12-01 21:20:40,FALSE,NA,"804435068370329600",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","KaiserAntoinee",0,FALSE,FALSE,NA,NA
"It's December Gothamites! Enjoy this #Batman / #CharlieBrown mash-up by Sarah J : https://t.co/gMAqs8R9GY! <U+2744><U+FE0F><U+2603><ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0081>… https://t.co/dxIhDK2HUw",FALSE,12,NA,2016-12-01 21:20:31,TRUE,NA,"804435028440551424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HistoftheBatman",5,FALSE,FALSE,NA,NA
