"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"#ChristopherReeve SUPERMAN - Christopher Reeve 30"" Premium Format Statue (Sideshow) #NEW https://t.co/Ueh5TtdwrO… https://t.co/bi6XHPnGeR",FALSE,0,NA,2016-12-01 21:50:13,TRUE,NA,"804442502837080064",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","CathyHoliday",0,FALSE,FALSE,NA,NA
"@PatrickZircher @TommySmo Man! The amount of detail work here is astounding. #Superman's face at bottom LFT has less detail like camera DOF",FALSE,0,"PatrickZircher",2016-12-01 21:47:27,FALSE,"804349160560402436","804441808105156608","365492456","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FStopClick37",0,FALSE,FALSE,NA,NA
"RT @GarySohmers: @NEComicCon @JerryOrdway #DC #Comics #SUPERMAN #Artist Sat Dec 3 only #NEComicCon  #Boston https://t.co/vI2n2ndCPJ #FreePa…",FALSE,0,NA,2016-12-01 21:46:00,FALSE,NA,"804441443955802112",NA,"<a href=""http://tweetlogix.com"" rel=""nofollow"">Tweetlogix</a>","NEComicCon",1,TRUE,FALSE,NA,NA
"#supergirl &amp; #superman https://t.co/jW3FBM4CRY",FALSE,0,NA,2016-12-01 21:45:27,FALSE,NA,"804441304285384704",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","AngelicaGattini",0,FALSE,FALSE,NA,NA
"RT @5nsrnbNhMmjJHyQ: #superman 
#<U+0642><U+0635><U+0629>_<U+0645><U+0633><U+0644><U+0633><U+0644> 
<U+0641><U+0642><U+0631><U+0629> ( <U+062C> )
<U+0645><U+0644><U+0627><U+062D><U+0638><U+0629> : <U+0645><U+0643><U+0645><U+0644> <U+0644><U+0645><U+0633><U+0644><U+0633><U+0644> #supergirl https://t.co/nR7uWihuQU",FALSE,0,NA,2016-12-01 21:44:40,FALSE,NA,"804441107375550468",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Q5movi",1,TRUE,FALSE,NA,NA
"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S",FALSE,0,NA,2016-12-01 21:44:16,FALSE,NA,"804441006787674112",NA,"<a href=""http://wtfcompilation.com"" rel=""nofollow"">WTF Compilation</a>","wtf_compilation",27,TRUE,FALSE,NA,NA
"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S",FALSE,0,NA,2016-12-01 21:43:46,FALSE,NA,"804440880329424896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pelopincho7791",27,TRUE,FALSE,NA,NA
"RT @only_arash: #Arashmusic #superman #labaf #onlyarash #teamarash #labaf #arashteam #<U+0410><U+0440><U+0430><U+0448> #<U+0644><U+0628><U+0627><U+0641> #arash
https://t.co/2NhS4481Yq https://t.c…",FALSE,0,NA,2016-12-01 21:42:56,FALSE,NA,"804440670933020673",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","only_arash",1,TRUE,FALSE,NA,NA
"#superman @ Neverland Boutique https://t.co/aBs3NtWpxl",FALSE,0,NA,2016-12-01 21:41:42,FALSE,NA,"804440358960660484",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","barbaradavis758",0,FALSE,FALSE,"-83.94731","43.44728"
"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp",FALSE,0,NA,2016-12-01 21:39:52,FALSE,NA,"804439897809584129",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YeagerKristel",25,TRUE,FALSE,NA,NA
"#Superman DC Comics Christopher Reeves SUPERMAN 1/4 Scale Movie Figure NECA Reel Toys New https://t.co/bXAt3r1dNs… https://t.co/4s3nd74zoY",FALSE,0,NA,2016-12-01 21:37:43,TRUE,NA,"804439358572924928",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","CathyHoliday",0,FALSE,FALSE,NA,NA
"I wore this t-shirt underneath today. #SUPERMAN #Undercover #FightingCrime https://t.co/88DCECKEwi",FALSE,0,NA,2016-12-01 21:37:38,FALSE,NA,"804439339388256256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GlisternTv",0,FALSE,FALSE,NA,NA
"Check out what were selling on #Ebay https://t.co/1LJzIJGQyw  #DC #Comics #Superman #ManOfSteel #Kryptonite",FALSE,0,NA,2016-12-01 21:37:30,FALSE,NA,"804439304592355328",NA,"<a href=""https://www.gremlinsocial.com"" rel=""nofollow"">Gremlin Social</a>","kingofcali",0,FALSE,FALSE,NA,NA
"Check out what were selling on #Ebay https://t.co/GfUe2fqMfz  #DC #Comics #Superman #ManOfSteel #Kryptonite",FALSE,0,NA,2016-12-01 21:37:30,FALSE,NA,"804439302654611461",NA,"<a href=""https://www.gremlinsocial.com"" rel=""nofollow"">Gremlin Social</a>","BlueJeansComics",0,FALSE,FALSE,NA,NA
"RT @pthenrycavillbr: #CCXP: Na @CCXPoficial  você pode tirar uma foto com o Superman como essa fã...@mandyyporto #warnernaccxp #superman #H…",FALSE,0,NA,2016-12-01 21:33:53,FALSE,NA,"804438395648876544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","leandrakopke",2,TRUE,FALSE,NA,NA
"#CCXP: Na @CCXPoficial  você pode tirar uma foto com o Superman como essa fã...@mandyyporto #warnernaccxp #superman… https://t.co/B78He2taf7",FALSE,4,NA,2016-12-01 21:32:27,TRUE,NA,"804438032979898368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pthenrycavillbr",2,FALSE,FALSE,NA,NA
"RT @RogerSalaPhoto: #freestyle #SuperMan+NacNac <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>#driver #competition #Cat #Catalunya #LesComes #Race #2016… https://t.co/ImUDjGQ555",FALSE,0,NA,2016-12-01 21:32:12,FALSE,NA,"804437968211431424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","esdamege",1,TRUE,FALSE,NA,NA
"#christopherreeve #american #actor #superman #hero #overcoming #adversity #strength #perseverance #endurance... https://t.co/BtNN0qRBJ6",FALSE,0,NA,2016-12-01 21:30:34,FALSE,NA,"804437560567152642",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","CoachCoreyWayne",0,FALSE,FALSE,NA,NA
"The Jeff Smith Showcase: Superman #713 variant cover art, 2011.
#JeffSmith #Superman #ComicBookFever https://t.co/zn4y25t8YL",FALSE,0,NA,2016-12-01 21:30:19,FALSE,NA,"804437494267858945",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ComicBKFever",0,FALSE,FALSE,NA,NA
"Black Superman Belly Button Naval Ring #Superman #Fashion #NavalRing #BellyButtonRing #eBay https://t.co/fChlkmAZU0",FALSE,0,NA,2016-12-01 21:30:15,FALSE,NA,"804437481550581764",NA,"<a href=""http://www.dropial.com"" rel=""nofollow"">Dropial App</a>","TheGroveShop",0,FALSE,FALSE,NA,NA
"@Hello_Murica @TIME you mean like #superman",FALSE,0,"Hello_Murica",2016-12-01 21:28:58,FALSE,"804398350954938368","804437158241169409","798928943390691328","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jydonkey",0,FALSE,FALSE,NA,NA
"I was certain I heard a student ask if they could play with #superman today. Talking about @Sphero #edtechchat #edtechafterdark",FALSE,0,NA,2016-12-01 21:28:51,FALSE,NA,"804437126259429377",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mrterborg",0,FALSE,FALSE,NA,NA
"My #Ebay page has some classic #Marvel #DC #Comics #Superman #XMen #Punisher #Batman titles https://t.co/BVUjVhJ5vE",FALSE,0,NA,2016-12-01 21:26:32,FALSE,NA,"804436545692377088",NA,"<a href=""https://www.gremlinsocial.com"" rel=""nofollow"">Gremlin Social</a>","BlueJeansComics",0,FALSE,FALSE,NA,NA
"My #Ebay page has some classic #Marvel #DC #Comics #Superman #XMen #Punisher #Batman titles https://t.co/42vtyh6kDd",FALSE,0,NA,2016-12-01 21:26:32,FALSE,NA,"804436544065073164",NA,"<a href=""https://www.gremlinsocial.com"" rel=""nofollow"">Gremlin Social</a>","kingofcali",0,FALSE,FALSE,NA,NA
"#justiceleague #wonderwoman #superman #batman #richardsimons #flash… https://t.co/PXFz7UDezu",FALSE,0,NA,2016-12-01 21:24:58,FALSE,NA,"804436148160524288",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","robberrod",0,FALSE,FALSE,NA,NA
"@NEComicCon @JerryOrdway #DC #Comics #SUPERMAN #Artist Sat Dec 3 only #NEComicCon  #Boston https://t.co/vI2n2ndCPJ… https://t.co/ozTdau1gks",FALSE,1,"NEComicCon",2016-12-01 21:22:37,TRUE,NA,"804435560567709696","2341353540","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GarySohmers",1,FALSE,FALSE,NA,NA
"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp",FALSE,0,NA,2016-12-01 21:21:58,FALSE,NA,"804435394750189572",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zizaludbaAQ",25,TRUE,FALSE,NA,NA
"@csreynolds84 knows how to do gifts <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #Superman #WonderWoman #GeeksInLove #kryptonite #ComicGeek #xmas #christmas… https://t.co/IgjtpBq8vw",FALSE,0,"csreynolds84",2016-12-01 21:21:55,TRUE,NA,"804435382033154049","78881835","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Harley_Grin",0,FALSE,FALSE,NA,NA
"Square Enix Marvel Universe: Variant Play Arts Kai Thor Action Figure - https://t.co/QCbsREoSmY - #Superman https://t.co/lwi1pBOn2b",FALSE,0,NA,2016-12-01 21:21:49,FALSE,NA,"804435357609656320",NA,"<a href=""http://www.rssground.com/"" rel=""nofollow"">RSSGround</a>","SupermanDeluxe",0,FALSE,FALSE,NA,NA
"Two of my new favorite #christmasornaments. #HarleyQuinn and #Superman.… https://t.co/QJJ3Z0PsIv",FALSE,0,NA,2016-12-01 21:18:17,FALSE,NA,"804434466374488064",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","OpheliacMonst3r",0,FALSE,FALSE,NA,NA
"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…",FALSE,0,NA,2016-12-01 21:18:15,FALSE,NA,"804434458887614465",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","oracIescanary",47,TRUE,FALSE,NA,NA
"RT @jeflacourt: #Superman is a #Socialist. Read the one- page #comic here: 
https://t.co/8XBaM7Tpgj

Versión en español disponible.",FALSE,0,NA,2016-12-01 21:18:09,FALSE,NA,"804434432652378112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DNMRULES",1,TRUE,FALSE,NA,NA
"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…",FALSE,0,NA,2016-12-01 21:17:26,FALSE,NA,"804434252079177728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stydiasoldier",47,TRUE,FALSE,NA,NA
"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp",FALSE,0,NA,2016-12-01 21:16:50,FALSE,NA,"804434103206547456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SkeletonPrime",25,TRUE,FALSE,NA,NA
"RT @jeflacourt: #Superman is a #Socialist. Read the one- page #comic. (English version available on the link) https://t.co/UsLTkvSB07",FALSE,0,NA,2016-12-01 21:16:16,FALSE,NA,"804433960340258816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DNMRULES",1,TRUE,FALSE,NA,NA
"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…",FALSE,0,NA,2016-12-01 21:15:10,FALSE,NA,"804433683285352448",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","wolfielance",47,TRUE,FALSE,NA,NA
"Otro que se queda #toystagram #photooftheday #picoftheday #fotodeldia #lafotodeldia #superman… https://t.co/YicO6y1yDe",FALSE,1,NA,2016-12-01 21:12:49,FALSE,NA,"804433094015062016",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","jotallorente",0,FALSE,FALSE,NA,NA
"RT @clarkkentshop: Like and share this pure awesomeness!

#superman #returnofsuperman #batmanvsuperman https://t.co/RdgAsy9wz3",FALSE,0,NA,2016-12-01 21:05:02,FALSE,NA,"804431133366767620",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","visi_0n",2,TRUE,FALSE,NA,NA
"RT @DCcomicsMX: #Superman https://t.co/CCPskSZS0T",FALSE,0,NA,2016-12-01 21:04:50,FALSE,NA,"804431085073375232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lornix10",18,TRUE,FALSE,NA,NA
"RT @HCavillMexico: Cuando #HenryCavill se vistió por primera vez como #Superman . https://t.co/BmKDOW2VJ1",FALSE,0,NA,2016-12-01 21:03:58,FALSE,NA,"804430863123365888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lornix10",2,TRUE,FALSE,NA,NA
"Online Toy Shop Take a Look&gt;&gt; https://t.co/TqidOxn5or #starwars #superman #dolls #games #puzzles #toyshop https://t.co/VRrM5tyLGL",FALSE,0,NA,2016-12-01 21:03:26,FALSE,NA,"804430732915601408",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","topukdealers",0,FALSE,FALSE,NA,NA
"RT @clarkkentshop: Like and share this pure awesomeness!

#superman #returnofsuperman #batmanvsuperman https://t.co/RdgAsy9wz3",FALSE,0,NA,2016-12-01 21:03:21,FALSE,NA,"804430707946876928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ManOfSteel37013",2,TRUE,FALSE,NA,NA
"Would you like to Tag #ClarkKent #Superman great bit!  You can find more of him here: https://t.co/Fq0iyBx5LM https://t.co/pfCca2WfHi",FALSE,0,NA,2016-12-01 21:01:34,FALSE,NA,"804430260913590272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dylandrawsdraws",0,FALSE,FALSE,NA,NA
"#Superman is a #Socialist. Read the one- page #comic. (English version available on the link) https://t.co/UsLTkvSB07",FALSE,1,NA,2016-12-01 21:01:26,FALSE,NA,"804430226382061568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jeflacourt",1,FALSE,FALSE,NA,NA
"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp",FALSE,0,NA,2016-12-01 21:00:52,FALSE,NA,"804430084190982144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","visi_0n",25,TRUE,FALSE,NA,NA
"RT @TheTopComics: Así es como Lois descubrió que #Superman era en realidad #ClarkKent https://t.co/byTdaqnKLa",FALSE,0,NA,2016-12-01 21:00:50,FALSE,NA,"804430077807034368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sofisaurio",192,TRUE,FALSE,NA,NA
"RT @WeirdScienceDC: PREVIEW: New Talent Showcase #1
https://t.co/EuTiZWiBg1
#wonderwoman #harleyquinn #superman #constantine #deadman #catw…",FALSE,0,NA,2016-12-01 21:00:32,FALSE,NA,"804430003035324416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MundoDigWorld",16,TRUE,FALSE,NA,NA
"#Superman is a #Socialist. Read the one- page #comic here: 
https://t.co/8XBaM7Tpgj

Versión en español disponible.",FALSE,1,NA,2016-12-01 20:59:28,FALSE,NA,"804429733949829122",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jeflacourt",1,FALSE,FALSE,NA,NA
"Prý muži nezvládají více vecí najednou. V pohode si cistím zuby, chciju do umyvadla a píšu u toho tento tweet. #superman",FALSE,4,NA,2016-12-01 20:59:15,FALSE,NA,"804429676282335233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","posukmoody",0,FALSE,FALSE,NA,NA
"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S",FALSE,0,NA,2016-12-01 20:58:42,FALSE,NA,"804429539292102657",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xDarksusBD",27,TRUE,FALSE,NA,NA
"RT @gaijintacle: Mientras, en #Japón... Real como el anime mismo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #funny #wtf #superman https://t.co/vND2w9jM4S",FALSE,0,NA,2016-12-01 20:56:53,FALSE,NA,"804429083962699776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","007neff",27,TRUE,FALSE,NA,NA
"Cuando #HenryCavill se vistió por primera vez como #Superman . https://t.co/BmKDOW2VJ1",FALSE,2,NA,2016-12-01 20:54:13,FALSE,NA,"804428410126798848",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","HCavillMexico",2,FALSE,FALSE,NA,NA
"Like and share this pure awesomeness!

#superman #returnofsuperman #batmanvsuperman https://t.co/RdgAsy9wz3",FALSE,3,NA,2016-12-01 20:53:15,FALSE,NA,"804428169713483776",NA,"<a href=""https://twitter.com/clarkkentshop"" rel=""nofollow"">Clark Kent Shop</a>","clarkkentshop",2,FALSE,FALSE,NA,NA
"Cuando te pruebas ropa se hombre <ed><U+00A0><U+00BD><ed><U+00B8><U+008E> X2 
Foto: manuel.alexander  #RadicalWear #SuperMan… https://t.co/rf7MkpLzzD",FALSE,0,NA,2016-12-01 20:47:50,FALSE,NA,"804426803985027072",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Neqadei25",0,FALSE,FALSE,"-77.0933277","-11.8632458"
"good sex music #superman and supergirl porn toons https://t.co/JRMzZZ7yL1",FALSE,0,NA,2016-12-01 20:47:09,FALSE,NA,"804426633251651584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nedenolmasin",0,FALSE,FALSE,NA,NA
"Check out this #Amazon deal: #dccomics Multiverse #Superman Earth 23 Action... by #Mattel https://t.co/ct1kdPk1wK via @Amazon",FALSE,0,NA,2016-12-01 20:41:42,FALSE,NA,"804425263144574976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dccomicsforever",0,FALSE,FALSE,NA,NA
"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp",FALSE,0,NA,2016-12-01 20:41:29,FALSE,NA,"804425208518078464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DCGuy23",25,TRUE,FALSE,NA,NA
"Let's fly away! #superman #saopaulo #comiccon #ccxp2016 https://t.co/MakKzYTlB2",FALSE,2,NA,2016-12-01 20:38:00,FALSE,NA,"804424328309776384",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MandyyPorto",0,FALSE,FALSE,NA,NA
"#superman annual is here!
 https://t.co/bAfZ5F4fUi #DCWeek #dcfcfans #DCAllAccess #DCRebirth  @PeterJTomasi 
Remember to subscribe! :)",FALSE,0,NA,2016-12-01 20:37:38,FALSE,NA,"804424239600246784",NA,"<a href=""http://linkis.com"" rel=""nofollow"">Put your button on any page! </a>","STRIKERAIDUNION",0,FALSE,FALSE,NA,NA
"When you and the bff swoon over #HenryCavill lol damn that man is perfection <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>#Superman https://t.co/GdGcb4RHpH",FALSE,0,NA,2016-12-01 20:37:30,FALSE,NA,"804424206268043264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gaymergirl05",0,FALSE,FALSE,NA,NA
"#superman annual is here!
 https://t.co/qgaGZq4YoM #DCWeek #dcfcfans #DCAllAccess #DCRebirth @patrick_gleason 
Remember to subscribe! :)",FALSE,0,NA,2016-12-01 20:36:44,FALSE,NA,"804424010075410432",NA,"<a href=""http://linkis.com"" rel=""nofollow"">Put your button on any page! </a>","STRIKERAIDUNION",0,FALSE,FALSE,NA,NA
"RT @DCcomicsMX: #Superman https://t.co/CCPskSZS0T",FALSE,0,NA,2016-12-01 20:36:38,FALSE,NA,"804423986616664065",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","HCavillMexico",18,TRUE,FALSE,NA,NA
"RT @camilouribeREAL: #SUPERMAN .. #weed  .. una fumadita<ed><U+00A0><U+00BC><ed><U+00BD><U+0081> https://t.co/WlRVCdC34T",FALSE,0,NA,2016-12-01 20:35:05,FALSE,NA,"804423597913702400",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","ESTEBANm2016",200,TRUE,FALSE,NA,NA
"WAIT !!! #comics #superman #kryptonite  #superboy #supergirl #dccomics #funart #art… https://t.co/XsmMOuLPKf",FALSE,0,NA,2016-12-01 20:34:55,FALSE,NA,"804423553936408576",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ErreartR",0,FALSE,FALSE,NA,NA
"RT @Powerless_ness: Nice touch... @ZackSnyder #Superman https://t.co/wzhmxGIdJp",FALSE,0,NA,2016-12-01 20:34:00,FALSE,NA,"804423325451620352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dravanamora",25,TRUE,FALSE,NA,NA
"RT @camilouribeREAL: #SUPERMAN .. #weed  .. una fumadita<ed><U+00A0><U+00BC><ed><U+00BD><U+0081> https://t.co/WlRVCdC34T",FALSE,0,NA,2016-12-01 20:33:41,FALSE,NA,"804423243268493316",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","josuath77",200,TRUE,FALSE,NA,NA
"#Superman Christopher Reeve Margot Kidder Signed Rare / #Photo coa https://t.co/vVQeD8Y3SJ #ChristopherReeve https://t.co/lc8YmnV0rZ",FALSE,0,NA,2016-12-01 20:33:13,FALSE,NA,"804423128046661632",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","CathyHoliday",0,FALSE,FALSE,NA,NA
"@TheRealBuzz @Buzzs_xtina have some tang and you'll be fine. #JustAScratch #Superman",FALSE,0,"TheRealBuzz",2016-12-01 20:33:07,FALSE,"804399960162639872","804423102042148864","46220856","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","horrificsquid",0,FALSE,FALSE,NA,NA
